ENGLISH,CONTEXT,ARABIC TRANSLATION (FUSHA),ARABIC SCRIPT (FUSHA),EGYPTIAN TRANSLATION,EGYPTIAN TRANSLATION (ARABIC SCRIPT)
Yes,general affirmation,naem,نعم,aye-wa,ايوه
